equipment_type,model,site_id,season,region,month,rental_days,previous_rental_count,avg_engine_hours,avg_idle_hours,utilization_rate,target_expected_demand
Wheel Loader,950 GC,SITE_015,Monsoon,West,3,73,33,6.92,2.37,0.745,37.0
Wheel Loader,966,SITE_009,Monsoon,East,8,74,38,7.66,1.66,0.822,46.0
Excavator,320 GC,SITE_039,Monsoon,North,3,53,29,10.12,3.68,0.7334,35.0
Wheel Loader,950 GC,SITE_013,Summer,North,3,51,18,5.76,2.88,0.6668,43.0
Wheel Loader,966,SITE_030,Winter,West,11,48,11,5.33,2.73,0.6615,37.0
Compact Track Loader,259D3,SITE_025,Winter,East,12,37,2,7.5,3.67,0.6716,19.0
Bulldozer,D8,SITE_017,Monsoon,North,12,45,24,4.34,2.1,0.6738,31.0
Motor Grader,140,SITE_004,Monsoon,South,6,11,46,4.17,3.32,0.5564,35.0
Wheel Loader,966,SITE_004,Monsoon,North,1,60,41,9.35,1.81,0.8377,42.0
Articulated Truck,745,SITE_003,PostMonsoon,West,11,60,46,6.46,1.54,0.8075,48.0
Motor Grader,140,SITE_028,Winter,South,6,72,18,5.93,1.45,0.8037,30.0
Excavator,320 GC,SITE_029,Monsoon,West,7,10,19,9.35,1.44,0.8662,38.0
Excavator,336,SITE_037,Monsoon,North,4,73,44,8.87,2.24,0.7981,54.0
Bulldozer,D6,SITE_031,Monsoon,East,9,30,40,6.29,2.78,0.6937,36.0
Excavator,320 GC,SITE_005,Winter,East,1,86,29,4.44,2.14,0.6745,47.0
Bulldozer,D6,SITE_002,Monsoon,North,9,35,45,9.05,3.24,0.7366,40.0
Bulldozer,D6,SITE_041,Winter,East,9,60,12,8.46,1.39,0.8591,31.0
Wheel Loader,950 GC,SITE_049,Monsoon,East,12,58,36,5.24,2.5,0.6767,39.0
Motor Grader,140,SITE_039,Winter,North,11,27,47,9.86,1.95,0.835,43.0
Motor Grader,140,SITE_026,PostMonsoon,East,4,80,25,7.77,3.22,0.707,37.0
Excavator,336,SITE_041,Monsoon,North,8,19,31,4.78,3.86,0.5534,42.0
Bulldozer,D6,SITE_037,PostMonsoon,North,3,74,47,5.45,2.31,0.7019,49.0
Wheel Loader,950 GC,SITE_037,PostMonsoon,South,12,64,2,10.66,1.61,0.8685,35.0
Bulldozer,D8,SITE_020,Summer,East,5,79,19,4.72,2.19,0.6835,49.0
Excavator,336,SITE_031,Summer,West,12,27,16,6.14,2.8,0.6869,54.0
Excavator,320 GC,SITE_038,Winter,North,3,64,49,7.57,3.21,0.7027,50.0
Excavator,336,SITE_026,Winter,North,5,74,49,10.44,3.7,0.7385,62.0
Excavator,320 GC,SITE_035,Monsoon,East,1,38,35,4.26,1.0,0.8093,38.0
Excavator,320 GC,SITE_047,PostMonsoon,East,10,60,2,9.76,2.53,0.794,36.0
Bulldozer,D6,SITE_011,Summer,South,11,12,47,9.97,2.8,0.7807,52.0
Excavator,320 GC,SITE_029,Monsoon,South,1,23,6,8.89,3.75,0.7034,29.0
Wheel Loader,966,SITE_025,Summer,West,7,50,38,10.01,1.01,0.908,59.0
Excavator,320 GC,SITE_045,Monsoon,East,6,22,49,4.11,1.69,0.7079,47.0
Backhoe Loader,420,SITE_028,Summer,East,7,72,32,4.38,1.29,0.7722,40.0
Bulldozer,D6,SITE_049,Summer,North,11,80,48,4.49,3.43,0.5674,52.0
Excavator,320 GC,SITE_028,Summer,East,6,21,43,4.31,2.61,0.6229,57.0
Compact Track Loader,259D3,SITE_010,Summer,East,5,88,13,8.6,3.22,0.7276,32.0
Bulldozer,D6,SITE_009,Winter,East,2,14,46,10.86,1.52,0.8771,45.0
Motor Grader,140,SITE_031,PostMonsoon,North,1,30,38,6.29,3.65,0.6328,43.0
Motor Grader,140,SITE_026,Winter,North,3,46,38,7.05,2.16,0.7651,38.0
Excavator,320 GC,SITE_009,Winter,North,12,70,37,7.01,1.04,0.8705,50.0
Excavator,336,SITE_015,Summer,East,1,69,5,10.44,3.86,0.7304,50.0
Bulldozer,D8,SITE_001,Monsoon,East,12,64,3,9.87,1.66,0.8559,26.0
Compact Track Loader,259D3,SITE_044,Winter,West,6,61,33,7.43,3.59,0.6741,33.0
Wheel Loader,966,SITE_017,Summer,North,3,26,44,4.75,3.38,0.5845,58.0
Backhoe Loader,420,SITE_038,Summer,East,5,81,13,7.22,3.23,0.6907,31.0
Excavator,320 GC,SITE_005,Summer,East,12,51,36,7.67,2.41,0.761,57.0
Bulldozer,D6,SITE_044,PostMonsoon,South,6,63,42,10.32,1.21,0.8949,51.0
Excavator,320 GC,SITE_022,Winter,West,8,76,4,8.29,2.18,0.7915,40.0
Bulldozer,D6,SITE_007,PostMonsoon,West,11,47,44,9.25,1.41,0.8675,50.0
Compact Track Loader,259D3,SITE_030,PostMonsoon,West,5,27,48,10.15,2.92,0.7765,43.0
Bulldozer,D6,SITE_018,Summer,East,8,12,12,10.69,1.02,0.9126,39.0
Wheel Loader,966,SITE_021,Winter,North,12,15,35,4.18,3.48,0.546,51.0
Excavator,336,SITE_048,PostMonsoon,West,11,83,42,8.93,1.57,0.8508,62.0
Bulldozer,D6,SITE_021,Summer,South,7,89,30,11.0,3.38,0.7648,49.0
Articulated Truck,745,SITE_041,Winter,West,8,19,7,5.49,2.47,0.6896,27.0
Bulldozer,D6,SITE_015,Monsoon,North,10,43,45,5.09,2.26,0.692,40.0
Articulated Truck,745,SITE_026,Monsoon,South,7,34,25,7.16,1.78,0.801,32.0
Motor Grader,140,SITE_041,Winter,East,4,25,45,9.53,2.39,0.7998,42.0
Articulated Truck,745,SITE_033,Monsoon,East,2,26,17,8.68,1.69,0.8372,31.0
Motor Grader,140,SITE_009,Summer,North,9,45,41,5.31,1.67,0.7603,51.0
Articulated Truck,745,SITE_037,Summer,North,2,23,8,7.16,1.76,0.8031,34.0
Wheel Loader,950 GC,SITE_019,Winter,North,12,62,15,8.18,3.03,0.7297,37.0
Bulldozer,D6,SITE_002,PostMonsoon,South,9,44,26,6.44,2.57,0.7152,44.0
Bulldozer,D6,SITE_039,Summer,East,8,78,2,9.92,3.75,0.7257,32.0
Bulldozer,D6,SITE_030,PostMonsoon,North,4,89,34,10.32,2.2,0.8242,46.0
Wheel Loader,950 GC,SITE_010,Summer,East,3,41,34,8.69,3.15,0.7338,51.0
Motor Grader,140,SITE_024,Monsoon,East,10,20,44,9.48,3.39,0.7364,38.0
Articulated Truck,745,SITE_021,PostMonsoon,North,3,43,12,9.64,3.1,0.7568,34.0
Backhoe Loader,420,SITE_023,Summer,East,9,31,45,6.42,3.9,0.6221,43.0
Wheel Loader,966,SITE_037,Monsoon,West,2,70,5,10.58,1.11,0.9052,31.0
Excavator,336,SITE_022,Summer,East,9,21,37,7.02,2.75,0.7188,65.0
Articulated Truck,745,SITE_008,Monsoon,West,3,54,32,6.39,2.53,0.7164,37.0
Bulldozer,D6,SITE_010,Summer,West,1,31,10,6.72,1.5,0.8179,38.0
Wheel Loader,950 GC,SITE_029,Summer,South,9,45,36,5.23,3.96,0.5689,47.0
Motor Grader,140,SITE_019,Summer,South,9,57,15,8.98,1.04,0.8962,36.0
Excavator,336,SITE_009,Monsoon,South,5,48,32,4.1,1.29,0.7607,43.0
Excavator,320 GC,SITE_040,PostMonsoon,East,2,50,19,9.51,1.2,0.8881,49.0
Excavator,320 GC,SITE_005,Summer,North,1,43,49,6.07,1.13,0.843,63.0
Wheel Loader,966,SITE_035,Summer,South,7,28,10,6.49,3.25,0.6664,48.0
Motor Grader,140,SITE_014,PostMonsoon,North,1,55,14,10.73,2.48,0.8123,34.0
Wheel Loader,950 GC,SITE_043,Summer,North,8,8,6,4.39,3.67,0.5449,39.0
Backhoe Loader,420,SITE_047,Winter,East,3,34,14,9.73,2.69,0.7838,28.0
Excavator,320 GC,SITE_041,Monsoon,West,10,75,35,5.57,1.72,0.7637,43.0
Compact Track Loader,259D3,SITE_015,Monsoon,North,8,74,26,8.85,3.39,0.7233,28.0
Excavator,336,SITE_033,Summer,East,10,29,17,8.99,2.79,0.763,58.0
Bulldozer,D6,SITE_002,Winter,East,3,62,29,4.64,3.44,0.574,34.0
Excavator,320 GC,SITE_037,Winter,North,4,71,23,6.25,2.47,0.7168,45.0
Excavator,336,SITE_013,PostMonsoon,West,4,75,43,8.03,2.21,0.7845,60.0
Excavator,320 GC,SITE_013,Winter,West,9,45,48,7.61,2.44,0.7572,55.0
Bulldozer,D8,SITE_034,Summer,East,5,23,23,4.86,2.31,0.6774,45.0
Wheel Loader,966,SITE_044,Winter,South,8,71,39,9.36,1.22,0.8848,52.0
Motor Grader,140,SITE_017,Summer,West,1,28,4,9.45,1.79,0.841,34.0
Bulldozer,D6,SITE_004,Monsoon,East,10,41,26,5.66,2.88,0.6628,34.0
Excavator,320 GC,SITE_017,Winter,West,4,78,11,6.91,1.69,0.8035,40.0
Bulldozer,D6,SITE_012,PostMonsoon,West,5,23,27,9.47,3.88,0.7093,43.0
Backhoe Loader,420,SITE_034,Monsoon,North,9,22,32,10.42,2.18,0.8271,32.0
Bulldozer,D8,SITE_033,Winter,West,11,64,12,6.73,3.24,0.6753,36.0
Compact Track Loader,259D3,SITE_013,Summer,South,3,76,3,5.41,2.46,0.6879,26.0
Bulldozer,D6,SITE_009,Monsoon,South,6,67,4,9.73,2.14,0.8195,25.0
Wheel Loader,950 GC,SITE_018,Winter,East,11,30,30,7.21,3.21,0.6919,37.0
Wheel Loader,950 GC,SITE_017,Monsoon,North,3,69,35,5.45,3.71,0.5945,38.0
Bulldozer,D6,SITE_024,PostMonsoon,East,7,20,15,10.96,3.66,0.7495,39.0
Excavator,320 GC,SITE_011,Monsoon,North,1,82,33,6.24,3.75,0.6248,38.0
Articulated Truck,745,SITE_019,Monsoon,North,3,26,38,10.74,2.33,0.8217,37.0
Motor Grader,140,SITE_024,Monsoon,South,7,38,46,10.3,1.32,0.8863,43.0
Motor Grader,140,SITE_021,Winter,South,3,62,40,10.51,3.53,0.7484,39.0
Bulldozer,D8,SITE_027,Summer,North,11,15,30,4.64,1.22,0.7914,50.0
Motor Grader,140,SITE_047,Winter,South,8,29,43,10.12,2.42,0.8071,42.0
Motor Grader,140,SITE_001,Winter,West,5,75,49,8.08,2.05,0.7979,47.0
Wheel Loader,950 GC,SITE_017,Summer,North,1,56,41,9.9,2.63,0.7902,52.0
Compact Track Loader,259D3,SITE_033,Summer,East,11,26,14,8.38,1.02,0.8916,34.0
Wheel Loader,966,SITE_041,Winter,West,9,8,4,5.57,1.92,0.7437,35.0
Bulldozer,D8,SITE_041,PostMonsoon,North,4,80,47,9.94,3.78,0.7245,60.0
Excavator,320 GC,SITE_003,Monsoon,North,2,70,7,8.44,2.57,0.7664,28.0
Excavator,320 GC,SITE_020,PostMonsoon,South,8,39,30,5.57,3.92,0.5872,49.0
Compact Track Loader,259D3,SITE_044,PostMonsoon,West,11,34,2,4.27,3.21,0.5708,24.0
Motor Grader,140,SITE_042,Winter,West,8,66,44,9.46,3.19,0.7477,41.0
Compact Track Loader,259D3,SITE_012,Summer,South,1,63,40,6.5,3.19,0.6711,40.0
Excavator,336,SITE_049,Winter,South,12,25,47,7.0,3.43,0.6711,60.0
Backhoe Loader,420,SITE_006,Winter,West,6,10,8,7.2,1.68,0.8104,26.0
Excavator,336,SITE_005,Winter,South,7,78,15,10.69,1.82,0.8546,48.0
Backhoe Loader,420,SITE_002,Winter,South,3,63,19,9.16,3.59,0.7182,29.0
Bulldozer,D6,SITE_042,PostMonsoon,East,8,65,43,6.0,1.45,0.8055,48.0
Bulldozer,D8,SITE_025,Monsoon,West,1,77,15,8.97,3.29,0.7316,33.0
Articulated Truck,745,SITE_049,PostMonsoon,East,10,39,35,9.15,2.33,0.797,44.0
Bulldozer,D8,SITE_030,PostMonsoon,East,10,28,6,9.06,2.02,0.8173,40.0
Excavator,336,SITE_040,Summer,East,6,10,15,7.76,2.35,0.7676,54.0
Bulldozer,D8,SITE_015,Summer,West,1,36,7,10.68,2.76,0.7947,42.0
Wheel Loader,966,SITE_015,Monsoon,West,10,46,5,4.53,1.11,0.8035,32.0
Motor Grader,140,SITE_036,Monsoon,North,2,12,20,5.64,1.5,0.7893,32.0
Bulldozer,D6,SITE_019,PostMonsoon,North,5,8,33,8.6,3.7,0.6992,43.0
Excavator,336,SITE_023,Summer,East,5,24,45,9.37,3.04,0.755,70.0
Bulldozer,D6,SITE_035,Summer,East,11,52,12,10.91,1.85,0.8551,40.0
Articulated Truck,745,SITE_047,PostMonsoon,North,4,12,6,10.81,3.29,0.7667,31.0
Wheel Loader,966,SITE_035,Summer,West,10,44,42,5.59,2.74,0.671,57.0
Motor Grader,140,SITE_036,Monsoon,North,10,10,8,10.12,1.59,0.8645,23.0
Wheel Loader,950 GC,SITE_017,Monsoon,West,9,19,21,9.38,2.78,0.7711,35.0
Bulldozer,D6,SITE_009,Winter,East,2,47,22,10.4,3.1,0.7705,37.0
Compact Track Loader,259D3,SITE_013,Winter,West,1,36,8,10.76,2.53,0.8097,24.0
Excavator,336,SITE_048,Winter,North,9,77,32,6.98,3.56,0.6624,50.0
Bulldozer,D8,SITE_043,Monsoon,East,5,52,23,6.52,3.27,0.666,35.0
Excavator,336,SITE_035,Summer,West,1,13,48,5.14,1.8,0.741,70.0
Articulated Truck,745,SITE_045,PostMonsoon,North,11,58,18,6.64,2.4,0.7348,36.0
Bulldozer,D6,SITE_028,Summer,East,10,76,43,7.74,2.56,0.7518,49.0
Backhoe Loader,420,SITE_042,Monsoon,North,6,33,39,10.53,3.83,0.7333,32.0
Bulldozer,D8,SITE_029,PostMonsoon,North,3,72,19,7.68,3.29,0.7003,45.0
Excavator,320 GC,SITE_023,Summer,North,5,52,19,4.17,3.3,0.5582,49.0
Articulated Truck,745,SITE_016,Summer,South,8,53,6,7.06,1.67,0.8085,31.0
Bulldozer,D6,SITE_021,Monsoon,South,11,50,47,9.87,1.54,0.8652,44.0
Motor Grader,140,SITE_034,Monsoon,East,7,68,21,10.58,2.46,0.8116,26.0
Bulldozer,D6,SITE_003,Monsoon,East,9,81,18,5.04,3.57,0.5855,26.0
Wheel Loader,950 GC,SITE_023,Summer,South,6,36,34,4.19,2.49,0.6272,52.0
Bulldozer,D6,SITE_028,Summer,North,3,29,16,4.73,3.74,0.5584,41.0
Articulated Truck,745,SITE_020,Summer,East,6,54,8,9.04,3.75,0.7069,34.0
Backhoe Loader,420,SITE_049,Winter,West,10,18,12,8.97,1.22,0.8799,26.0
Bulldozer,D6,SITE_028,Summer,West,3,56,3,5.47,2.8,0.6613,35.0
Articulated Truck,745,SITE_034,Monsoon,East,7,51,2,7.63,1.43,0.8419,20.0
Bulldozer,D8,SITE_013,PostMonsoon,North,12,32,23,10.76,2.47,0.8132,49.0
Wheel Loader,966,SITE_042,PostMonsoon,West,1,18,3,10.96,1.83,0.8568,38.0
Bulldozer,D8,SITE_008,Winter,South,12,15,25,10.9,1.08,0.9099,42.0
Backhoe Loader,420,SITE_013,PostMonsoon,North,8,84,6,6.19,1.97,0.7586,28.0
Articulated Truck,745,SITE_036,Summer,East,9,44,43,7.12,3.78,0.6531,48.0
Wheel Loader,966,SITE_047,Monsoon,North,4,86,42,6.66,3.11,0.6819,46.0
Wheel Loader,966,SITE_048,Summer,East,9,55,34,10.76,3.36,0.7622,58.0
Wheel Loader,966,SITE_047,PostMonsoon,South,3,43,30,4.19,2.22,0.6537,52.0
Excavator,336,SITE_006,PostMonsoon,West,11,77,3,4.16,3.53,0.5415,48.0
Bulldozer,D8,SITE_042,PostMonsoon,West,5,40,29,7.11,1.25,0.8505,54.0
Backhoe Loader,420,SITE_001,Monsoon,West,3,26,27,9.34,2.4,0.7953,33.0
Backhoe Loader,420,SITE_010,Winter,North,5,58,19,6.86,2.92,0.7014,30.0
Excavator,336,SITE_048,Summer,North,10,89,17,8.85,3.44,0.7204,55.0
Motor Grader,140,SITE_016,PostMonsoon,West,6,41,33,4.38,3.06,0.5883,40.0
Bulldozer,D8,SITE_042,Monsoon,South,9,76,39,5.38,2.2,0.7101,41.0
Wheel Loader,950 GC,SITE_011,Winter,East,10,72,38,8.76,3.38,0.7218,42.0
Compact Track Loader,259D3,SITE_041,Monsoon,North,1,82,43,5.06,1.7,0.7482,35.0
Bulldozer,D6,SITE_026,Monsoon,West,3,65,23,5.45,3.45,0.6123,30.0
Articulated Truck,745,SITE_047,PostMonsoon,North,10,30,43,5.68,3.49,0.6194,46.0
Wheel Loader,966,SITE_042,Summer,North,2,76,41,5.5,1.54,0.7818,57.0
Articulated Truck,745,SITE_040,PostMonsoon,West,10,65,5,4.84,3.93,0.5516,28.0
Compact Track Loader,259D3,SITE_038,Winter,North,11,65,42,5.06,3.81,0.5703,37.0
Compact Track Loader,259D3,SITE_028,PostMonsoon,North,11,54,13,5.32,3.64,0.5939,29.0
Motor Grader,140,SITE_050,PostMonsoon,West,11,59,26,8.4,3.85,0.6859,40.0
Excavator,320 GC,SITE_049,Monsoon,East,2,20,22,4.92,1.11,0.8157,39.0
Articulated Truck,745,SITE_022,Monsoon,West,6,28,46,4.22,2.04,0.6736,42.0
Backhoe Loader,420,SITE_013,Summer,North,9,16,48,7.86,1.8,0.8135,47.0
Excavator,320 GC,SITE_006,Summer,South,3,72,41,8.39,3.64,0.6974,58.0
Bulldozer,D6,SITE_040,Monsoon,South,7,25,29,10.14,2.82,0.7824,32.0
Articulated Truck,745,SITE_046,PostMonsoon,South,10,32,44,10.1,1.28,0.8874,49.0
Wheel Loader,966,SITE_040,Winter,West,10,60,27,9.61,1.01,0.9049,46.0
Excavator,336,SITE_014,PostMonsoon,West,8,81,48,8.68,3.81,0.6946,62.0
Excavator,320 GC,SITE_032,Winter,West,4,74,10,4.15,1.73,0.7057,35.0
Articulated Truck,745,SITE_012,PostMonsoon,South,8,36,20,4.58,1.83,0.7146,36.0
Excavator,336,SITE_030,Summer,West,10,54,10,8.16,2.78,0.7461,49.0
Wheel Loader,950 GC,SITE_030,Winter,East,2,56,27,4.57,1.99,0.6964,41.0
Excavator,320 GC,SITE_007,Monsoon,East,4,83,34,4.5,2.41,0.6509,40.0
Motor Grader,140,SITE_030,Winter,East,7,57,13,4.59,2.76,0.6245,31.0
Bulldozer,D8,SITE_050,Winter,South,10,21,25,6.63,2.02,0.7668,42.0
Wheel Loader,966,SITE_034,Summer,South,10,21,49,10.6,1.37,0.8857,59.0
Wheel Loader,950 GC,SITE_036,Winter,South,12,12,14,10.15,2.73,0.788,37.0
Compact Track Loader,259D3,SITE_010,Winter,East,8,54,46,5.61,1.91,0.7463,41.0
Articulated Truck,745,SITE_001,Summer,South,7,43,34,4.01,1.92,0.6767,43.0
Wheel Loader,950 GC,SITE_045,Summer,West,12,54,14,10.04,1.61,0.8617,41.0
Compact Track Loader,259D3,SITE_021,Monsoon,North,5,30,12,6.26,1.01,0.8608,22.0
Wheel Loader,950 GC,SITE_042,Monsoon,East,7,35,24,4.09,1.35,0.7523,36.0
Bulldozer,D8,SITE_049,Monsoon,North,4,55,10,7.48,3.66,0.6712,29.0
Bulldozer,D6,SITE_024,PostMonsoon,North,2,34,2,9.04,3.53,0.7193,36.0
Wheel Loader,966,SITE_011,PostMonsoon,West,12,21,16,10.28,1.81,0.8504,49.0
Bulldozer,D6,SITE_018,Summer,East,1,18,48,7.58,1.28,0.8557,56.0
Bulldozer,D8,SITE_005,Winter,North,8,50,15,5.49,1.2,0.8212,39.0
Compact Track Loader,259D3,SITE_034,Summer,West,12,86,30,6.67,1.42,0.8246,34.0
Excavator,320 GC,SITE_025,Summer,South,8,76,42,10.78,3.54,0.753,60.0
Compact Track Loader,259D3,SITE_026,Summer,West,10,23,29,10.32,3.68,0.7374,38.0
Excavator,336,SITE_045,Winter,South,12,69,30,6.78,1.68,0.8015,51.0
Motor Grader,140,SITE_033,Monsoon,East,5,34,19,9.94,3.81,0.7231,25.0
Articulated Truck,745,SITE_031,Winter,East,10,47,39,8.64,3.97,0.6851,38.0
Motor Grader,140,SITE_017,PostMonsoon,East,4,35,36,7.48,3.15,0.7036,41.0
Articulated Truck,745,SITE_046,Winter,East,1,22,38,8.65,1.46,0.8559,37.0
Articulated Truck,745,SITE_048,Summer,West,10,14,19,5.14,1.27,0.8019,40.0
Wheel Loader,950 GC,SITE_019,Winter,West,12,68,30,6.38,2.89,0.6886,38.0
Bulldozer,D8,SITE_028,Winter,North,10,33,2,7.95,1.82,0.8137,32.0
Excavator,320 GC,SITE_001,Winter,East,3,73,17,9.45,3.19,0.7478,38.0
Bulldozer,D6,SITE_010,Monsoon,East,8,84,40,4.51,2.46,0.6466,38.0
Articulated Truck,745,SITE_050,Monsoon,South,11,76,29,9.42,3.85,0.7096,34.0
Articulated Truck,745,SITE_025,Winter,East,12,29,4,8.93,1.97,0.8191,27.0
Wheel Loader,966,SITE_008,Monsoon,North,10,14,5,9.61,2.49,0.7944,29.0
Wheel Loader,950 GC,SITE_047,Monsoon,East,5,68,48,5.08,3.43,0.5971,42.0
Wheel Loader,950 GC,SITE_012,Winter,South,5,58,23,7.06,1.73,0.8029,37.0
Compact Track Loader,259D3,SITE_038,Summer,South,2,22,45,8.99,3.45,0.7227,40.0
Wheel Loader,950 GC,SITE_022,Summer,South,8,41,29,10.38,3.59,0.7429,47.0
Bulldozer,D8,SITE_036,Winter,North,11,84,35,9.4,2.73,0.7751,47.0
Wheel Loader,966,SITE_038,Summer,West,7,24,43,10.95,2.96,0.7874,62.0
Bulldozer,D8,SITE_036,Summer,West,7,84,30,7.47,2.82,0.7263,53.0
Compact Track Loader,259D3,SITE_014,Summer,South,9,67,25,4.15,2.17,0.6572,35.0
Wheel Loader,950 GC,SITE_037,Summer,North,12,85,30,9.02,1.74,0.8382,52.0
Wheel Loader,966,SITE_034,Summer,East,8,48,44,10.18,1.57,0.8668,59.0
Bulldozer,D8,SITE_014,PostMonsoon,South,9,7,25,5.36,2.53,0.6789,43.0
Wheel Loader,966,SITE_025,Summer,South,6,28,4,9.49,2.7,0.7784,43.0
Motor Grader,140,SITE_014,Monsoon,West,2,68,2,4.36,3.58,0.5491,19.0
Excavator,336,SITE_011,PostMonsoon,South,5,51,38,7.91,3.21,0.7112,64.0
Bulldozer,D6,SITE_017,Winter,South,10,85,16,4.56,1.32,0.7754,33.0
Bulldozer,D6,SITE_021,Monsoon,South,2,87,45,4.74,3.29,0.5904,42.0
Bulldozer,D8,SITE_008,Winter,North,3,21,4,6.12,2.2,0.7355,33.0
Compact Track Loader,259D3,SITE_035,Summer,East,2,83,6,4.77,1.34,0.7808,28.0
Motor Grader,140,SITE_031,Winter,North,3,26,39,10.65,3.4,0.758,41.0
Excavator,320 GC,SITE_043,Summer,North,3,45,18,7.19,2.14,0.7708,49.0
Compact Track Loader,259D3,SITE_031,Winter,West,10,31,13,9.09,3.9,0.6997,27.0
Backhoe Loader,420,SITE_010,Winter,East,11,29,25,7.41,3.77,0.663,31.0
Motor Grader,140,SITE_028,Summer,East,5,37,42,4.49,2.16,0.6753,45.0
Articulated Truck,745,SITE_013,PostMonsoon,West,8,41,13,4.64,3.08,0.6009,33.0
Motor Grader,140,SITE_018,Summer,South,2,75,26,8.58,3.38,0.7174,41.0
Excavator,336,SITE_047,Monsoon,West,9,59,23,6.49,3.81,0.63,40.0
Excavator,336,SITE_047,Winter,East,4,61,5,5.54,2.2,0.7155,43.0
Backhoe Loader,420,SITE_040,PostMonsoon,East,4,40,46,5.3,2.73,0.6603,43.0
Bulldozer,D8,SITE_047,Winter,South,4,38,40,6.33,3.65,0.6346,50.0
Motor Grader,140,SITE_022,PostMonsoon,West,12,80,49,8.41,2.14,0.7975,45.0
Compact Track Loader,259D3,SITE_050,Summer,South,9,18,48,9.52,2.75,0.7759,44.0
Wheel Loader,950 GC,SITE_030,Summer,West,12,16,3,8.78,1.44,0.8588,41.0
Excavator,336,SITE_004,Winter,West,4,12,33,4.0,1.91,0.6775,55.0
Motor Grader,140,SITE_041,Monsoon,West,8,12,6,7.12,2.47,0.7427,22.0
Wheel Loader,966,SITE_018,Summer,South,1,55,20,4.46,3.74,0.5444,47.0
Wheel Loader,966,SITE_003,Monsoon,South,6,46,16,6.95,2.8,0.7128,31.0
Wheel Loader,950 GC,SITE_018,PostMonsoon,North,3,75,28,6.14,3.72,0.6229,42.0
Articulated Truck,745,SITE_007,Summer,North,8,39,4,6.12,1.32,0.8228,34.0
Articulated Truck,745,SITE_019,Winter,West,12,60,17,5.84,1.36,0.8106,33.0
Excavator,336,SITE_048,Monsoon,West,11,50,22,6.11,2.0,0.7531,42.0
Excavator,320 GC,SITE_014,PostMonsoon,West,1,27,29,8.28,1.83,0.8192,52.0
Compact Track Loader,259D3,SITE_026,Winter,North,11,42,36,7.9,3.38,0.7002,38.0
Excavator,320 GC,SITE_031,PostMonsoon,West,2,17,41,5.2,3.91,0.5709,53.0
Excavator,336,SITE_040,Monsoon,East,4,42,29,8.12,1.22,0.8691,47.0
Excavator,320 GC,SITE_039,Summer,South,6,31,32,8.47,3.81,0.69,53.0
Articulated Truck,745,SITE_017,PostMonsoon,West,12,44,4,6.07,2.8,0.6843,32.0
Compact Track Loader,259D3,SITE_030,Winter,South,7,47,42,4.01,2.83,0.5862,38.0
Excavator,336,SITE_045,PostMonsoon,North,9,65,47,10.58,1.67,0.8633,69.0
Wheel Loader,966,SITE_012,Monsoon,East,11,53,40,7.51,3.62,0.6747,41.0
Articulated Truck,745,SITE_030,Winter,South,11,51,35,4.81,1.36,0.779,41.0
Bulldozer,D6,SITE_043,PostMonsoon,North,1,46,34,8.97,3.98,0.6925,46.0
Excavator,336,SITE_025,Monsoon,West,11,13,33,5.61,1.64,0.7742,45.0
Articulated Truck,745,SITE_001,Summer,North,2,25,23,9.23,1.63,0.85,42.0
Articulated Truck,745,SITE_031,Winter,North,1,38,40,7.2,2.19,0.7667,40.0
Excavator,336,SITE_045,Winter,West,6,31,9,7.91,2.07,0.7929,45.0
Excavator,336,SITE_015,Monsoon,South,8,87,21,5.41,2.24,0.7071,40.0
Bulldozer,D6,SITE_015,PostMonsoon,North,3,77,15,9.86,3.24,0.7526,38.0
Excavator,320 GC,SITE_030,Monsoon,South,8,14,11,9.69,2.7,0.7824,32.0
Bulldozer,D8,SITE_031,Monsoon,East,4,13,6,7.12,2.17,0.7667,29.0
Wheel Loader,950 GC,SITE_047,Summer,West,1,15,49,6.34,2.4,0.7252,56.0
Wheel Loader,950 GC,SITE_008,Winter,North,8,12,8,5.01,1.69,0.748,33.0
Excavator,320 GC,SITE_002,Summer,North,2,16,37,9.13,1.07,0.8955,56.0
Compact Track Loader,259D3,SITE_010,Winter,East,10,48,3,5.05,3.25,0.6084,22.0
Backhoe Loader,420,SITE_041,Monsoon,East,2,31,4,6.42,2.28,0.738,21.0
Bulldozer,D8,SITE_023,PostMonsoon,West,3,49,19,8.61,3.47,0.7125,43.0
Motor Grader,140,SITE_030,Winter,South,7,41,4,4.74,1.86,0.7185,25.0
Excavator,320 GC,SITE_020,Summer,South,1,70,15,4.07,1.95,0.6759,47.0
Excavator,320 GC,SITE_025,Monsoon,West,12,17,40,5.29,2.74,0.6587,43.0
Motor Grader,140,SITE_045,Winter,South,9,71,12,5.43,3.76,0.5906,28.0
Excavator,320 GC,SITE_003,Summer,North,9,36,22,7.5,2.03,0.7866,50.0
Excavator,320 GC,SITE_024,PostMonsoon,South,5,18,15,8.85,2.04,0.8128,44.0
Articulated Truck,745,SITE_003,PostMonsoon,West,2,49,6,6.72,2.54,0.7257,36.0
Wheel Loader,966,SITE_013,Summer,West,2,78,24,7.26,2.61,0.7352,50.0
Articulated Truck,745,SITE_025,PostMonsoon,North,4,27,33,9.21,1.25,0.8807,44.0
Excavator,336,SITE_027,Summer,South,4,69,12,10.17,2.56,0.7987,56.0
