equipment_type,model,equipment_age,engine_hours_per_day,idle_hours_per_day,fuel_level,engine_temperature,battery_voltage,days_since_last_service,fault_code_count,total_operating_hours,target_maintenance_probability,target_days_until_service,target_confidence
Articulated Truck,745,10,8.37,5.79,11.6,94.25,12.05,26,4,6954.56,0.2935,61.9,0.8661
Excavator,320 GC,9,7.77,3.24,49.74,84.7,12.68,280,6,10860.97,0.6736,29.3,0.883
Bulldozer,D6,4,12.35,3.56,91.26,91.51,11.66,180,7,11713.5,0.4909,45.1,0.9877
Bulldozer,D6,4,8.23,1.16,16.01,96.9,13.93,147,4,10606.2,0.3682,58.1,0.9046
Wheel Loader,966,11,11.64,4.01,74.25,101.09,12.59,190,7,9572.26,0.7009,25.0,0.8805
Wheel Loader,966,9,2.1,5.19,49.25,96.39,12.85,186,3,5883.31,0.455,50.3,0.9823
Wheel Loader,950 GC,1,8.92,3.5,22.18,88.1,13.28,223,0,6331.21,0.2547,67.6,0.8566
Articulated Truck,745,5,10.23,5.08,10.47,96.1,13.18,98,5,681.09,0.3985,55.8,0.9417
Excavator,320 GC,1,8.14,5.37,60.08,97.83,12.36,226,2,2572.37,0.3688,52.4,0.9045
Excavator,320 GC,2,8.28,1.36,66.23,85.64,12.45,274,6,8518.77,0.5505,41.0,0.9672
Bulldozer,D8,3,2.93,3.73,80.1,105.93,12.01,46,6,4255.2,0.4357,48.3,0.956
Compact Track Loader,259D3,11,13.23,1.4,49.05,101.44,14.06,191,3,6309.87,0.5329,39.9,0.988
Motor Grader,140,1,9.11,1.29,24.1,93.09,12.84,128,2,10099.45,0.2155,71.0,0.8134
Wheel Loader,966,11,8.06,3.56,51.72,84.74,12.33,6,3,10409.16,0.2736,66.7,0.8567
Articulated Truck,745,5,13.87,4.44,83.98,90.14,13.42,110,1,3470.31,0.1773,74.9,0.8056
Backhoe Loader,420,2,9.58,1.3,30.5,79.4,13.67,176,3,3644.6,0.321,62.0,0.8953
Motor Grader,140,2,3.89,3.44,45.93,86.88,12.33,33,3,1819.16,0.1731,74.7,0.809
Bulldozer,D6,4,6.57,0.83,48.25,73.84,12.99,151,3,6709.34,0.346,60.6,0.9138
Compact Track Loader,259D3,4,7.3,3.59,33.43,94.95,11.8,265,5,11801.23,0.5488,39.4,0.9654
Bulldozer,D6,7,13.05,4.04,50.84,79.97,12.88,282,1,3659.85,0.4442,50.3,0.9734
Bulldozer,D8,10,10.89,1.29,51.2,106.68,14.5,117,3,9245.15,0.4866,46.8,0.9832
Bulldozer,D8,3,12.58,5.37,54.79,91.05,13.65,45,1,4508.73,0.1263,80.3,0.7642
Backhoe Loader,420,2,6.89,3.77,48.87,94.81,11.7,31,7,7881.77,0.3252,57.3,0.9081
Wheel Loader,966,5,7.68,1.66,31.44,74.9,11.75,278,7,3057.87,0.675,27.5,0.8869
Excavator,320 GC,6,3.89,2.69,90.55,83.36,13.14,247,6,11756.53,0.5766,37.8,0.9481
Backhoe Loader,420,7,12.82,0.76,98.27,96.71,13.78,260,0,9099.92,0.4182,53.4,0.9237
Backhoe Loader,420,5,11.36,1.05,31.94,88.59,12.75,121,7,3221.84,0.5009,44.8,0.99
Bulldozer,D6,8,7.95,1.14,15.16,100.18,12.21,50,0,6141.85,0.214,71.3,0.819
Bulldozer,D8,8,2.53,1.6,65.58,91.33,12.9,42,6,10662.78,0.3568,58.5,0.9169
Wheel Loader,966,1,2.91,5.39,60.27,80.47,12.59,218,4,2182.03,0.4167,52.1,0.9413
Bulldozer,D6,7,12.55,3.88,30.23,79.05,11.95,185,4,8777.03,0.4491,47.7,0.9645
Backhoe Loader,420,3,11.86,1.24,48.7,88.7,12.17,22,4,9650.57,0.1972,71.3,0.8149
Wheel Loader,966,11,9.41,3.97,18.51,75.0,14.07,13,2,11204.56,0.2149,70.2,0.8239
Excavator,320 GC,4,13.64,5.65,50.56,73.4,12.27,55,7,2289.14,0.3688,55.1,0.9147
Wheel Loader,950 GC,9,2.25,1.97,38.07,83.23,12.1,31,1,7533.39,0.1723,72.2,0.8109
Bulldozer,D6,5,2.26,1.94,59.44,94.01,13.27,276,5,11485.43,0.552,40.8,0.9703
Wheel Loader,950 GC,8,13.3,2.34,41.65,88.77,12.13,115,4,592.66,0.4018,53.4,0.9416
Motor Grader,140,2,6.37,5.77,96.33,85.61,13.87,211,7,2923.74,0.5512,40.6,0.9484
Excavator,320 GC,9,6.87,3.9,95.89,100.04,12.91,142,7,5815.22,0.5756,36.5,0.9532
Excavator,336,1,13.65,4.62,48.63,82.39,12.92,46,6,1122.01,0.3022,65.1,0.8803
Bulldozer,D6,11,12.73,4.07,84.28,79.63,13.51,147,2,6107.56,0.354,57.6,0.9147
Bulldozer,D6,7,8.0,1.16,58.78,76.31,12.01,245,5,9179.86,0.4923,44.3,0.99
Wheel Loader,950 GC,11,10.53,4.65,26.36,96.22,14.06,133,6,4722.4,0.5429,40.3,0.9693
Excavator,336,4,8.04,1.54,53.05,100.75,13.55,43,1,6754.21,0.1714,74.5,0.7985
Articulated Truck,745,8,2.04,3.84,40.09,97.81,12.31,60,5,5996.63,0.4281,51.1,0.97
Excavator,336,8,11.07,4.05,76.61,86.12,13.97,41,4,4709.75,0.2909,65.9,0.8786
Motor Grader,140,1,12.7,2.39,29.65,86.57,13.16,202,7,2998.09,0.5213,42.0,0.99
Wheel Loader,966,10,13.81,2.83,39.28,100.07,12.64,236,3,7041.75,0.574,37.7,0.9463
Wheel Loader,950 GC,7,11.65,5.82,25.94,87.19,13.58,228,1,9682.14,0.3659,58.9,0.932
Articulated Truck,745,4,11.33,2.4,58.56,91.35,12.01,269,7,9024.2,0.626,35.0,0.915
Articulated Truck,745,4,10.44,0.96,88.47,96.28,14.49,97,0,9822.98,0.1735,73.5,0.8214
Wheel Loader,950 GC,10,7.57,4.15,18.18,86.77,14.4,200,2,3024.8,0.4318,49.6,0.944
Wheel Loader,950 GC,10,2.11,2.3,44.93,94.42,14.08,169,5,11855.05,0.5295,43.1,0.99
Wheel Loader,950 GC,3,3.03,1.08,12.91,77.75,12.88,261,5,8964.24,0.5111,45.1,0.99
Bulldozer,D8,4,10.96,1.46,17.91,104.31,14.15,127,4,1447.67,0.4471,50.8,0.9721
Bulldozer,D8,5,2.32,3.01,88.56,93.36,12.04,101,0,6948.25,0.1921,73.3,0.7971
Compact Track Loader,259D3,7,2.16,3.8,58.6,90.86,14.13,28,6,1291.01,0.3494,58.4,0.9347
Backhoe Loader,420,5,12.79,4.55,10.83,85.78,14.2,156,2,5791.2,0.3166,63.5,0.8878
Articulated Truck,745,11,13.29,1.55,30.43,90.55,13.47,148,0,9906.22,0.2615,68.8,0.8613
Motor Grader,140,2,12.94,1.27,19.53,74.03,11.78,19,2,5830.32,0.1096,81.7,0.7828
Excavator,320 GC,11,2.93,5.88,47.06,77.92,14.24,276,5,5837.2,0.5973,34.2,0.9365
Articulated Truck,745,8,8.3,2.44,13.46,86.31,12.37,37,6,8678.66,0.3516,59.1,0.9123
Wheel Loader,950 GC,3,2.79,1.33,43.1,72.65,13.01,74,3,574.03,0.2133,73.4,0.843
Bulldozer,D6,10,4.54,3.2,85.23,90.19,11.92,268,6,3626.98,0.672,28.9,0.9129
Compact Track Loader,259D3,7,12.01,4.13,94.53,82.27,12.33,108,2,5393.6,0.2975,61.9,0.8836
Wheel Loader,950 GC,4,11.54,3.09,11.73,78.13,11.74,269,0,9282.84,0.3893,59.1,0.9362
Excavator,320 GC,4,2.76,4.53,64.94,74.28,13.96,164,4,7808.94,0.3691,55.2,0.9232
Backhoe Loader,420,9,12.9,1.63,63.53,81.01,14.42,65,4,5685.42,0.3717,53.5,0.9194
Backhoe Loader,420,11,13.86,5.92,62.59,89.77,12.94,213,1,1669.09,0.4616,48.1,0.9814
Excavator,336,7,9.19,3.13,18.56,92.38,14.24,50,6,10612.7,0.3373,59.2,0.8966
Excavator,336,11,9.48,4.66,89.25,86.03,14.27,13,7,9017.78,0.4375,50.0,0.9654
Backhoe Loader,420,10,3.37,4.52,13.63,84.71,14.16,231,7,10676.46,0.6972,30.1,0.8869
Wheel Loader,950 GC,8,3.44,5.11,67.87,101.71,14.38,254,5,4019.13,0.6909,28.9,0.894
Bulldozer,D8,4,11.72,4.45,82.19,84.99,12.54,293,6,5608.98,0.5714,40.1,0.9548
Bulldozer,D6,4,13.33,5.4,16.36,91.19,11.64,241,6,9394.4,0.5911,38.6,0.9353
Backhoe Loader,420,5,9.9,1.83,34.61,76.6,11.61,140,0,4906.73,0.2195,72.0,0.8369
Excavator,336,4,7.4,4.58,21.05,104.25,11.55,199,3,6194.74,0.5189,39.6,0.9898
Excavator,336,11,8.55,5.24,86.07,82.82,14.2,230,6,9094.96,0.6423,29.8,0.919
Excavator,320 GC,1,13.93,2.7,39.97,96.48,12.8,216,6,4505.94,0.4961,44.9,0.99
Wheel Loader,966,1,8.87,0.99,16.38,89.58,13.06,176,3,4882.02,0.3091,61.8,0.8807
Wheel Loader,966,10,12.69,2.53,37.22,98.39,13.95,267,3,6338.19,0.6137,37.9,0.9469
Excavator,320 GC,9,9.76,3.33,88.81,82.62,11.65,142,4,7032.42,0.4277,52.1,0.9468
Compact Track Loader,259D3,11,4.78,4.9,14.26,96.19,13.04,9,2,9729.38,0.24,68.1,0.8283
Wheel Loader,966,9,13.5,5.77,91.32,93.08,13.8,214,2,2988.81,0.4156,52.7,0.9447
Motor Grader,140,6,6.02,5.35,63.21,85.26,14.48,154,4,6280.3,0.4177,52.3,0.9436
Compact Track Loader,259D3,3,2.37,1.32,73.6,78.66,13.22,221,7,6129.09,0.5572,39.3,0.9471
Excavator,336,1,3.07,4.52,39.84,90.09,13.95,38,1,7228.3,0.0758,84.7,0.7429
Excavator,336,6,10.97,4.16,54.81,104.22,13.4,211,3,1464.68,0.5345,43.1,0.9845
Wheel Loader,950 GC,4,5.41,3.1,33.34,99.13,12.43,280,4,1609.1,0.5744,39.1,0.955
Motor Grader,140,10,10.62,2.53,74.19,93.42,12.86,191,1,7629.16,0.3767,57.6,0.9252
Bulldozer,D8,6,2.39,4.74,71.98,110.91,12.15,75,3,5822.81,0.4711,48.3,0.975
Bulldozer,D6,2,4.62,0.68,84.59,94.17,12.99,251,5,2321.49,0.5594,38.8,0.9747
Wheel Loader,966,11,4.83,2.72,50.95,100.53,14.38,107,1,1941.61,0.3656,58.8,0.9183
Wheel Loader,966,4,8.91,4.05,28.02,85.25,14.35,232,5,5722.09,0.529,42.8,0.9741
Bulldozer,D6,2,3.23,2.72,19.95,77.3,12.42,98,3,7609.82,0.283,66.0,0.8783
Bulldozer,D6,6,5.21,3.03,51.06,85.29,12.48,233,7,2916.75,0.5836,37.5,0.9496
Wheel Loader,950 GC,11,8.85,4.91,64.95,86.77,11.52,288,6,2499.34,0.7086,27.3,0.8817
Wheel Loader,966,2,12.94,5.96,30.12,90.47,13.82,158,6,5253.43,0.4142,54.3,0.9571
Excavator,320 GC,7,9.15,5.32,15.4,89.65,14.33,29,6,9440.39,0.3376,61.8,0.9093
Wheel Loader,966,5,3.9,2.86,64.24,73.63,14.12,84,5,6608.12,0.3583,58.8,0.9199
Excavator,336,5,3.63,3.95,13.42,91.3,13.69,65,5,7581.42,0.2944,62.1,0.8873
Motor Grader,140,9,12.13,2.36,40.66,90.49,14.43,6,6,6750.24,0.3296,61.0,0.9135
Bulldozer,D8,2,5.05,1.99,93.69,94.59,13.05,70,3,4510.73,0.2018,72.2,0.8001
Motor Grader,140,7,11.91,3.07,30.55,84.79,13.92,266,6,1470.43,0.6352,32.5,0.9086
Backhoe Loader,420,11,12.1,1.43,20.57,93.33,11.91,37,3,9341.33,0.2979,67.7,0.8821
Backhoe Loader,420,10,2.3,3.23,96.18,97.26,14.35,265,7,4162.83,0.6848,26.9,0.8926
Backhoe Loader,420,6,12.94,4.71,99.49,96.37,13.55,195,1,3168.64,0.3423,55.5,0.9027
Wheel Loader,966,6,13.03,0.69,11.81,99.83,14.39,228,1,9736.98,0.4329,50.2,0.9618
Bulldozer,D8,7,9.66,4.51,70.94,88.02,12.48,85,4,6170.52,0.3439,57.4,0.9196
Compact Track Loader,259D3,5,11.15,2.91,71.46,75.93,12.06,257,2,1308.11,0.4089,50.9,0.9439
Excavator,336,4,12.25,4.14,62.88,105.82,13.53,214,6,8024.27,0.6433,31.5,0.9286
Motor Grader,140,9,11.57,4.56,66.72,88.01,12.7,223,5,6169.36,0.5547,41.4,0.9759
Articulated Truck,745,8,11.64,2.19,75.28,90.16,13.67,126,1,9187.42,0.2582,71.0,0.852
Bulldozer,D8,9,4.9,4.46,50.09,86.37,12.75,263,3,4482.81,0.5281,43.4,0.99
Bulldozer,D6,11,11.2,0.55,38.74,77.87,12.27,27,0,7930.55,0.1742,74.1,0.8019
Wheel Loader,966,5,9.97,1.83,71.26,100.63,14.34,26,3,11393.78,0.2723,67.1,0.8695
Wheel Loader,966,11,3.84,2.65,35.7,76.39,12.3,107,0,9028.81,0.2806,65.0,0.8687
Bulldozer,D6,11,9.48,5.9,92.85,75.61,13.31,267,7,8526.36,0.7173,25.4,0.8506
Wheel Loader,966,1,7.63,1.11,47.68,87.27,12.4,232,4,10883.73,0.4473,51.4,0.9582
Excavator,336,2,13.57,0.55,32.09,100.75,13.01,149,2,5367.87,0.3334,61.5,0.8961
Bulldozer,D8,8,7.48,3.52,70.06,94.41,13.1,249,7,6607.7,0.6293,34.1,0.9329
Excavator,320 GC,5,2.03,3.65,37.8,80.38,11.8,268,1,11550.39,0.4033,55.2,0.9444
Compact Track Loader,259D3,2,2.22,4.5,86.74,99.46,11.62,241,4,8006.09,0.5293,45.4,0.9761
Backhoe Loader,420,11,11.77,4.62,33.13,93.6,12.11,259,7,6178.48,0.7164,26.9,0.8646
Compact Track Loader,259D3,8,9.03,5.57,99.66,85.61,12.74,215,2,11939.93,0.4491,50.3,0.9828
Motor Grader,140,6,11.11,5.79,61.45,88.91,13.33,169,4,9330.6,0.4098,50.9,0.9327
Excavator,320 GC,1,6.55,5.2,14.97,88.0,14.04,7,7,6122.16,0.2767,65.3,0.8717
Compact Track Loader,259D3,11,13.78,5.4,51.19,77.51,14.17,66,4,1359.56,0.3719,54.9,0.9365
Excavator,336,7,13.59,3.93,44.98,91.72,14.16,171,4,2941.97,0.4525,49.4,0.9775
Articulated Truck,745,11,7.76,1.72,43.96,101.89,12.76,243,4,10668.57,0.6708,28.4,0.8859
Excavator,336,8,2.3,1.51,56.99,100.7,12.79,227,6,5859.8,0.6598,29.6,0.9171
Motor Grader,140,8,2.17,4.24,33.43,89.45,12.57,79,2,9282.03,0.2804,64.4,0.8642
Motor Grader,140,10,13.05,3.78,28.47,94.07,13.67,189,2,3300.31,0.4404,49.8,0.9425
Backhoe Loader,420,10,8.98,1.19,17.68,93.46,12.61,30,4,10677.02,0.3356,59.7,0.9182
Bulldozer,D6,6,5.35,5.71,40.14,91.97,13.04,183,2,11649.36,0.3403,60.7,0.8891
Wheel Loader,966,8,10.32,2.24,58.89,93.64,12.67,47,2,8252.79,0.2703,66.1,0.8645
Bulldozer,D6,4,4.71,0.92,25.36,92.33,14.11,190,7,4928.57,0.5717,41.4,0.9511
Excavator,336,1,13.1,0.92,56.16,108.63,11.76,67,1,1560.99,0.2859,63.6,0.8648
Excavator,336,11,13.59,4.11,68.8,92.43,13.45,204,4,5022.85,0.516,45.7,0.99
Excavator,336,3,9.07,1.3,16.45,101.22,12.49,128,4,2279.13,0.4087,52.4,0.9315
Motor Grader,140,5,3.45,4.53,96.34,73.77,14.05,34,0,1847.61,0.0985,80.4,0.7671
Compact Track Loader,259D3,3,2.88,3.0,17.4,87.8,11.54,245,7,7249.24,0.6049,36.1,0.9313
Bulldozer,D6,5,3.71,0.99,60.48,82.9,12.03,177,6,11855.23,0.5164,41.7,0.99
Wheel Loader,950 GC,1,5.59,1.44,51.16,99.93,14.2,60,6,2524.17,0.3792,53.5,0.9294
Excavator,336,5,12.6,3.21,12.76,86.07,12.85,83,4,6919.6,0.3185,61.7,0.8966
Motor Grader,140,9,13.21,4.61,99.85,101.17,14.05,99,5,9252.7,0.5064,45.0,0.99
Wheel Loader,950 GC,8,11.03,5.06,74.84,79.74,11.59,65,2,3738.18,0.2318,69.4,0.8431
Wheel Loader,966,4,11.01,5.89,11.46,100.31,12.84,282,0,8252.84,0.4028,55.6,0.9547
Motor Grader,140,7,2.95,3.24,36.99,85.06,11.61,70,1,2188.05,0.2486,67.9,0.8577
Motor Grader,140,2,7.82,2.62,61.64,74.31,12.87,31,2,3205.91,0.1484,74.7,0.7966
Backhoe Loader,420,5,13.89,4.68,74.6,76.72,12.87,226,2,5677.11,0.4354,52.3,0.9673
Wheel Loader,950 GC,2,12.3,5.98,95.55,99.51,14.22,46,4,6012.56,0.2799,66.5,0.8826
Wheel Loader,966,1,12.88,1.43,60.59,89.72,14.42,5,4,11058.32,0.1737,74.2,0.8078
Wheel Loader,950 GC,6,2.24,2.46,62.5,85.74,12.3,77,7,10850.99,0.3988,53.8,0.9314
Motor Grader,140,3,11.17,1.48,59.98,89.98,12.0,95,6,8444.74,0.3809,55.3,0.927
Motor Grader,140,7,2.41,1.99,10.74,100.14,13.04,218,5,3265.34,0.6077,34.0,0.9321
Excavator,336,6,13.64,2.68,38.2,88.84,13.38,31,5,10769.54,0.3088,60.8,0.8838
Bulldozer,D8,6,12.17,3.56,28.27,86.74,13.93,142,0,3986.51,0.2564,64.4,0.842
Bulldozer,D6,9,3.79,1.54,36.18,78.12,12.6,219,4,9426.25,0.5034,44.0,0.99
Compact Track Loader,259D3,11,9.23,0.82,94.12,73.19,13.92,143,4,8180.16,0.4683,47.0,0.9656
Backhoe Loader,420,11,8.35,4.81,75.27,75.84,14.27,6,5,7372.08,0.3236,59.5,0.8909
Motor Grader,140,10,12.5,4.12,48.68,72.76,11.69,254,0,4484.25,0.4383,49.9,0.956
Articulated Truck,745,11,5.83,5.59,19.27,98.95,12.75,250,5,7556.45,0.6708,30.0,0.8976
Backhoe Loader,420,3,13.05,2.21,99.29,85.24,12.9,224,5,1716.56,0.4905,48.4,0.9876
Bulldozer,D6,10,10.75,6.0,82.81,80.26,13.39,147,2,11846.97,0.3575,57.0,0.9149
Wheel Loader,966,11,8.53,1.68,95.55,87.26,14.2,218,1,4786.95,0.4329,51.9,0.966
Bulldozer,D8,6,12.74,5.54,65.31,98.62,14.42,5,3,2548.61,0.2326,67.8,0.8516
Wheel Loader,966,2,8.63,1.9,96.75,80.72,12.89,9,5,9415.72,0.2077,71.8,0.8129
Bulldozer,D8,1,2.09,1.02,43.51,97.1,13.19,289,5,3293.04,0.5444,40.9,0.9763
Excavator,320 GC,9,3.26,4.79,86.12,72.52,12.05,281,4,2688.35,0.612,37.8,0.915
Backhoe Loader,420,5,4.78,2.79,51.9,76.77,12.31,92,1,4891.85,0.2533,66.6,0.8599
Articulated Truck,745,2,5.15,4.87,77.77,102.39,13.75,86,4,9884.71,0.3588,58.0,0.9389
Bulldozer,D6,3,5.6,2.84,92.4,85.32,13.01,286,6,7615.91,0.6283,32.8,0.917
Excavator,320 GC,8,7.39,4.17,86.79,96.71,13.64,243,4,7029.31,0.5518,39.7,0.9649
Wheel Loader,950 GC,11,4.89,1.61,90.5,81.91,14.46,259,0,3366.78,0.4424,49.9,0.9703
Compact Track Loader,259D3,7,3.65,4.9,13.98,75.61,14.44,28,4,8337.8,0.2691,63.4,0.8541
Wheel Loader,966,6,11.33,1.77,55.5,99.47,12.15,11,2,7335.06,0.2028,72.9,0.8229
Bulldozer,D8,1,8.94,0.82,14.31,109.82,11.79,299,2,6313.83,0.5936,36.5,0.9604
Bulldozer,D6,2,3.71,1.21,79.98,86.83,13.06,269,2,7574.0,0.4291,51.2,0.9518
Articulated Truck,745,5,9.43,1.63,82.09,88.16,11.8,77,0,2981.03,0.1372,78.7,0.7874
Compact Track Loader,259D3,11,4.64,2.96,27.44,85.16,13.45,83,0,7843.97,0.2665,68.4,0.8621
Excavator,320 GC,1,3.94,1.04,82.66,94.64,14.05,249,0,2998.38,0.3038,63.7,0.8852
Excavator,336,11,2.75,2.73,46.77,91.86,11.82,135,3,1363.51,0.3928,54.1,0.929
Bulldozer,D8,11,6.58,4.92,77.63,96.86,13.69,36,2,3289.86,0.2798,64.9,0.8629
Bulldozer,D8,1,8.98,3.24,26.83,94.28,13.16,238,2,5635.52,0.3934,54.2,0.9368
Wheel Loader,966,9,4.45,4.9,22.94,99.7,12.94,115,4,8190.84,0.4369,49.4,0.9568
Wheel Loader,950 GC,7,8.69,1.95,88.56,73.89,12.7,63,7,10431.64,0.4119,52.9,0.9373
Excavator,336,3,10.79,1.31,66.07,86.71,12.85,267,4,9981.82,0.5227,44.0,0.9814
Excavator,336,10,4.77,3.81,17.73,85.49,12.8,226,1,11043.04,0.4467,51.7,0.9738
Excavator,336,8,2.89,3.31,43.07,105.2,11.89,155,7,9275.96,0.652,30.8,0.9193
Wheel Loader,966,6,11.95,5.97,12.73,93.35,12.16,185,3,4550.76,0.3778,58.4,0.9256
Wheel Loader,966,11,12.21,0.9,55.7,77.19,12.71,108,3,2071.9,0.3586,58.7,0.918
Backhoe Loader,420,2,9.36,0.95,63.71,79.02,12.78,43,2,11475.55,0.1284,77.9,0.7654
Wheel Loader,966,8,11.78,2.76,17.58,98.35,11.51,73,3,9956.88,0.3305,58.5,0.897
Bulldozer,D6,8,5.65,4.0,43.01,98.13,13.28,8,6,5920.92,0.3537,58.3,0.9014
Bulldozer,D8,5,11.17,5.21,86.47,85.81,11.6,20,5,3475.56,0.2725,64.7,0.8607
Excavator,336,10,3.81,5.76,20.44,103.13,13.1,87,3,4208.67,0.4397,50.6,0.956
Compact Track Loader,259D3,7,13.18,5.3,89.52,99.2,12.9,94,0,8463.1,0.2242,70.8,0.8414
Compact Track Loader,259D3,4,3.87,4.39,72.05,78.69,11.95,83,7,6044.82,0.4104,52.1,0.9442
Backhoe Loader,420,8,2.57,4.23,40.58,99.01,12.01,113,0,2895.94,0.277,64.9,0.8884
Wheel Loader,950 GC,5,3.83,2.11,43.46,97.41,14.08,222,5,11825.32,0.5237,44.2,0.9896
Backhoe Loader,420,10,11.91,3.68,71.87,94.27,14.09,285,7,8166.5,0.7408,20.9,0.8572
Bulldozer,D6,2,3.65,1.92,71.44,90.5,14.02,117,5,5650.18,0.3524,60.1,0.9063
Excavator,336,5,3.76,5.62,28.59,91.02,11.54,39,0,10302.67,0.1118,78.3,0.7665
Backhoe Loader,420,11,7.73,2.29,49.87,98.31,11.57,141,0,10610.52,0.3253,60.9,0.9119
Bulldozer,D6,10,9.66,1.07,53.49,72.43,13.6,118,2,9937.55,0.3471,58.3,0.9093
Backhoe Loader,420,11,4.51,2.42,89.49,82.6,13.74,106,4,4481.85,0.4031,53.8,0.9384
Motor Grader,140,11,12.56,1.0,53.75,77.89,14.14,18,4,6210.73,0.2969,61.4,0.8744
Backhoe Loader,420,10,6.63,4.44,85.06,99.14,14.23,51,6,10040.67,0.4569,48.9,0.9632
Excavator,320 GC,6,13.78,2.9,36.57,83.53,13.55,247,6,8236.89,0.6203,34.1,0.9292
Excavator,320 GC,4,7.77,1.72,29.49,84.35,11.79,227,0,11922.75,0.3424,59.7,0.9134
Backhoe Loader,420,4,5.37,4.81,45.88,101.66,11.75,128,3,8860.66,0.3661,57.9,0.9158
Wheel Loader,950 GC,7,4.63,0.71,59.83,96.74,12.68,263,5,924.98,0.5608,41.0,0.9661
Bulldozer,D8,4,6.67,2.13,74.02,84.5,12.67,15,3,10089.56,0.1888,71.0,0.8077
Motor Grader,140,3,8.33,0.78,27.97,86.77,14.09,53,1,5397.82,0.1631,74.0,0.7984
Motor Grader,140,7,5.77,4.45,38.63,98.71,13.21,73,7,7543.94,0.5198,41.3,0.9787
Bulldozer,D8,5,10.27,1.68,38.27,104.21,11.63,120,1,11005.89,0.3569,59.1,0.9157
Wheel Loader,966,1,12.64,2.94,95.56,77.57,11.93,90,5,8131.87,0.3276,64.8,0.9027
Compact Track Loader,259D3,4,13.22,2.73,88.14,77.61,14.06,208,6,10255.92,0.4606,50.0,0.9741
Wheel Loader,950 GC,3,3.3,1.79,73.51,91.26,14.27,153,5,10122.12,0.4265,52.3,0.9508
Bulldozer,D6,7,2.6,5.27,70.16,99.16,12.22,244,7,1016.7,0.6775,30.9,0.8947
Excavator,320 GC,7,4.94,1.44,20.69,80.35,11.9,16,2,11992.19,0.1743,73.4,0.807
Articulated Truck,745,5,11.69,1.25,65.07,96.44,11.74,284,1,4073.36,0.3994,53.1,0.9381
Backhoe Loader,420,11,6.0,4.87,27.05,76.19,14.0,265,4,9808.92,0.5911,37.8,0.948
Articulated Truck,745,5,4.04,2.75,12.34,87.39,14.1,18,5,10506.74,0.2701,65.3,0.8547
Articulated Truck,745,9,13.42,3.51,69.04,99.26,12.97,289,0,7084.71,0.4774,45.7,0.99
Wheel Loader,950 GC,8,6.69,3.44,29.81,76.24,13.92,9,5,8913.19,0.2903,63.9,0.8734
Articulated Truck,745,7,10.39,0.85,75.04,100.89,11.79,168,4,3353.64,0.4985,45.7,0.99
Wheel Loader,966,9,8.83,5.13,23.1,79.75,11.52,85,4,4766.23,0.3921,56.0,0.9478
Articulated Truck,745,9,4.39,1.29,27.84,83.01,12.18,293,5,1155.42,0.6559,32.0,0.8981
Backhoe Loader,420,2,6.3,4.79,56.0,93.56,11.63,194,5,2315.93,0.4502,48.2,0.9893
Motor Grader,140,8,6.27,0.65,34.23,96.0,13.57,47,6,1326.52,0.3781,55.7,0.9307
Bulldozer,D6,6,10.19,2.27,61.8,94.59,13.83,284,2,6507.73,0.4939,47.2,0.9843
Bulldozer,D6,8,12.25,1.84,22.87,90.34,13.56,190,6,1779.9,0.5466,42.9,0.9786
Motor Grader,140,9,13.19,4.85,92.49,77.38,11.59,171,6,9915.36,0.4956,45.2,0.99
Excavator,336,3,7.21,2.8,29.24,87.25,13.76,174,1,9369.17,0.2724,66.9,0.8565
Excavator,320 GC,6,9.89,4.69,14.22,98.68,13.32,230,7,4821.27,0.6533,31.9,0.9103
Articulated Truck,745,9,4.26,3.68,18.83,85.42,12.92,183,0,2210.11,0.3782,57.5,0.9094
Wheel Loader,950 GC,10,5.45,5.88,68.66,88.9,12.58,264,1,10510.24,0.4879,45.8,0.99
Bulldozer,D6,6,10.85,3.14,72.19,75.76,12.84,42,4,3052.24,0.2481,66.5,0.853
Excavator,336,4,6.72,1.26,54.42,98.52,12.46,87,5,6497.16,0.4004,55.9,0.9341
Excavator,320 GC,9,3.71,3.69,70.5,94.44,11.86,239,1,4505.14,0.4311,48.3,0.9669
Articulated Truck,745,3,6.69,4.51,88.3,111.58,14.24,52,7,1347.11,0.5367,37.5,0.9722
Wheel Loader,950 GC,4,5.15,3.08,53.47,78.39,11.65,169,2,8118.17,0.3432,59.2,0.9049
Wheel Loader,950 GC,6,10.08,4.0,84.07,89.83,11.78,91,0,10510.42,0.1908,73.1,0.8046
Backhoe Loader,420,6,12.61,5.32,34.69,85.55,13.39,52,1,11042.17,0.1577,75.5,0.8003
Bulldozer,D8,5,2.69,1.61,85.09,84.06,13.32,279,7,4817.64,0.6269,33.5,0.9089
Backhoe Loader,420,9,5.17,3.64,59.11,87.42,13.48,5,2,4539.2,0.1758,74.2,0.8165
Wheel Loader,966,11,6.57,3.9,33.49,101.65,13.51,13,5,3168.63,0.4304,54.9,0.9587
Bulldozer,D8,4,3.8,2.52,18.08,88.69,14.12,241,7,10631.02,0.6135,34.6,0.9341
Backhoe Loader,420,11,7.51,2.66,51.43,87.28,12.55,135,6,3497.52,0.5187,42.1,0.99
Bulldozer,D8,1,8.33,2.49,22.16,88.56,12.16,143,2,6640.83,0.266,67.6,0.8639
